MAL_ID,Name,Score,Genres,sypnopsis
1980,Trava: Fist Planet,6.56,"Action, Comedy, Mecha, Sci-Fi, Space","ce pilot Trava and his personal mechanic buddy Shinkai, on their way to mark an out-of-the-way planet, pick up Mikuru, a girl with no memory. The three are about to discover that the planet is more than it seems. (Source: ANN)"
1981,Twilight Q,6.34,"Sci-Fi, Mystery, Psychological","Knot in Time High school students Mayumi and Kiwako are relishing their summer vacation at the beach; however, when Mayumi discovers a presumably lost camera while scuba diving, she cannot help but feel an insatiable curiosity. Upon developing the camera's film, she is shocked to find herself photographed alongside an unknown man. Enlisting the help of Kiwako's older brother, the three find out something even more troubling: the camera model has yet to be released. In turn, Mayumi becomes obsessed with discovering the origin of the peculiar camera and its mysterious photograph. File 538 Airplanes have been vanishing from the sky! Even stranger, rumor has it that the disappearing aircraft have been turning into giant carp. Meanwhile, a freelance detective investigates a run-down apartment on the outskirts of town, where he finds a middle-aged man and a young girl with a penchant for fish. Unable to identify the two, the investigator enters their room, only to find it empty save for a document that reads, ""This story has been prepared for you, my successor... who should be visiting this room in due time."""
1982,Osu,5.28,Slice of Life,"cat just wants some alone time with his girl, but is interrupted by his stressed owner. Can't those stupid humans just keep things like relationships simple?"
1983,Black Jack: Futari no Kuroi Isha,7.22,Drama,"The mega-corporate Daedalus Group is under attack by a small group of activists known as the Ghost of Icarus. While taking care of some of the victims of the bombing, Black Jack encounters Dr. Kiriko, also known as Death Incarnate, who just like him, asks his patients huge sums of money but instead of saving them, he offers them a painless death. When the activist group requests both doctors’ collaboration, Black Jack finds himself caught in a spiral of life, death and treason while trying to save his patients' lives and avoid the breaking of a biological war that could destroy humanity. (Source: ANN)"
1984,Memory,6.09,Mystery,"This is a short, privately produced animated film. While elucidating the mystery and fuzziness as well as merits and demerits of memory in idealizing reality, the story develops into a tale of destruction of human beings, turning the existence of the earth into a memory of the universe. The production, only 5 minutes long, greatly helps expand the viewer's imagination, embodying the enchantment of animation. (Source: AniDB)"
1985,UFO Robo Grendizer,7.53,"Mecha, Sci-Fi, Shounen","Duke Fleed is a survivor of the Fleed Planet who is escaped to the Earth, onboard a mysterious ""spaceship"", where is raised by Dr. Umon as his adoptive son, and known as Daisuke Umon. Years after his arrival, he's faced with the threat of King Vega and his army, who want to conquer the Earth. With his friends Koji and Hikaru (and later his younger sister Maria Grace), Duke decides to fight back using his best weapon - the almighty Grendizer."
1986,Wakusei Robo Danguard Ace,6.33,"Mecha, Military, Sci-Fi, Shounen, Space","In order to explore the newly discovered planet, Promethe, there are many projects are running all over the world. Here in Japan, under the direction of Dr. Oedo, ""Space Carrier Jasdum"" and ""Planet Robot Dangard A"" are being built. Ichimonji Takuma is a candidate for the pilot of Dangard A. His father, Ichimonji Dantetsu, was a famous space pilot. However, Dantetsu went missing after a mysterious accident, and the people blamed him for the accident. In order to clear his name, Takuma is trying to become a space pilot and succeed in the project. Will Takuma become the pilot?"
1988,Himawari!!,6.47,"Comedy, Romance","Himawari is back in all her comical ninja mischief. The sequel to Himawari continues with the many odd and hilarious adventures of Himawari, Hayato and her ninja classmates. Season two delves into Himawari and Hayato's past. Will new secrets be revealed? Will Himawari finally find out about her past and the mysterious ninja that saved her when she was little? (Source: ANN)"
1989,Shizuku,5.69,Comedy,"man trapped on a raft in the middle of the ocean is in desperate need of water. Luckily for him, a few drops of rain water are about to fall from the raft's mast. Comedy ensues as the thirsty man attempts to drink the few small drops of water. (Source: ANN)"
1990,Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,6.06,"Fantasy, Magic, Comedy","Barua of the Magic Race (Vile Tribe) has kidnapped students of the Magic School. Elie, Rena and Senia, are asked to look for them by the schools master. Along their search they find interesting and crazy things, and get into trouble as usual. Upon finding the students, they find their magic is not strong enough to save them, but they get some help from an unwanted friend. (Source: ANN)"
1991,Juusou Kikou Dancougar Nova,5.99,Mecha,"In the 22nd century, there are no longer any world wide wars. Instead, small scale wars break out all over the Earth. Meanwhile, a large robot appears who protects the weak. It is called ""Dancougar Nova"". Some even call it God. However, no one knows the reason for its existence - not even its pilots. Then, another robot, beyond anyone's expectations, reveals itself as the true enemy and begins its attack on the Earth. Dancougar Nova retaliates against this enemy with a power that was kept secret until now. Will Dancougar Nova be able to save the Earth? The prelude to this explosive confrontation rings out. (Source: AnimeNfo)"
1992,Chou Kousoku Gran Doll,5.53,"Action, Comedy, Mecha, School","Hikaru has always believed herself to be just a normal high school girl...well, as normal as a teenager with a genius mad scientist for a father. She spends her time with her best friend, day dreaming about the boy she loves and watching her favoite super hero show. One day, the past that she has knows nothing about comes back to haunt her. She is shocked to learn that she is the last surviving member of royal line from a far away planet. Even more, she finds out that she has been protecting the ultimate armour and that it can decide the fate of the entire galaxy. (Source: ANN)"
1993,Hanoka Recap,4.46,Sci-Fi,cap episode.
1994,.hack//Tasogare no Udewa Densetsu: Offline de Aimashou,6.18,"Adventure, Comedy, Fantasy, Game, Sci-Fi",It's a short story about the characters from .hack// Legend of the Twilight meeting offline. It's more to hear than to see. It shows only backgrounds from the real world with the heads of the charater-game-avatars; but it reveals some interesting real life informations about the characters.
1995,Lingerie Senshi Papillon Rose,4.71,"Ecchi, Magic, Sci-Fi, Parody","Tsubomi is a savvy and horny school girl who works at a lingerie club, a gentlemen's bar where scantily clad young women serve drinks to the patrons. She is useless at her job but is blackmailing her boss so she won't get fired. One day she runs into a gorgeous young man who she takes to bed. She meets into a perverted talking cat with a butterfly on its forehead, who recruits her to be a magical soldier. She has to fight off a dominatrix elf woman called Beene, a minion of Regina Apis, a matriarch bent on chaos and forming her new Dynasty. Tsubomi is learning of her powers when she is rescued by an oddly familiar masked man, known only as Dandelion. The plot of this anime is completely farcical and parodies the magical girl genre and Sailor Moon in particular. (Source: ANN)"
1996,Full Moon wo Sagashite: Kawaii Kawaii Daibouken,6.72,"Comedy, Fantasy, Shoujo, Supernatural","suki wakes up late, and must rush to a photo shoot. However, in her hury she forgets to bring Takuto and Meroko along. Now they must catch up to her, before the photo shoot begins, despite everything that gets in their way. (Source: ANN)"
1998,Amazing Nuts!,6.58,"Adventure, Police, Romance, Music, Sci-Fi",mazing Nuts! is an anthology of four animated shorts with each featuring its own distinct animation style and music by Studio 4°C. 1. Global Astroliner Gou 2. Glass Eye 3. Kung-Fu Love 4. Joe and Maril
1999,Sakura Taisen: Sumire,6.43,"Adventure, Drama, Mecha, Sci-Fi, Shounen","Set after the time of Sakura Taisen 4 (game), Kanzaki Sumire, during a training session was noticed that her spirit power (rei-ryoku) has dropped tremendously, below levels required to pilot the Koubu-nishiki. She decides to retire from the Kageki-dan while she still holds the position of ""top star"" in the dai-teikoku gekijyou. (Source: ANN)"
